sno,SrNo,vno,Ayah,words,en,wc,Place
22,2641,47,ويستعجلونك بالعذاب ولن يخلف الله وعده وإن يوما عند ربك كألف سنة مما تعدون,14,Yet they ask thee to hasten on the Punishment! But Allah will not fail in His Promise. Verily a Day in the sight of thy Lord is like a thousand years of your reckoning.,14,Medinan
22,2642,48,وكأين من قرية أمليت لها وهي ظالمة ثم أخذتها وإلي المصير,11,"And to how many populations did I give respite, which were given to wrong-doing? in the end I punished them. To me is the destination (of all).",11,Medinan
22,2643,49,قل يا أيها الناس إنما أنا لكم نذير مبين,9,"Say: ""O men! I am (sent) to you only to give a Clear Warning:",9,Medinan
22,2644,50,فالذين آمنوا وعملوا الصالحات لهم مغفرة ورزق كريم,8,"""Those who believe and work righteousness, for them is forgiveness and a sustenance most generous.",8,Medinan
22,2645,51,والذين سعوا في آياتنا معاجزين أولئك أصحاب الجحيم,8,"""But those who strive against Our Signs, to frustrate them,- they will be Companions of the Fire.""",8,Medinan
22,2646,52,وما أرسلنا من قبلك من رسول ولا نبي إلا إذا تمنى ألقى الشيطان في أمنيته فينسخ الله ما يلقي الشيطان ثم يحكم الله آياته والله عليم حكيم,27,"Never did We send a messenger or a prophet before thee, but, when he framed a desire, Satan threw some (vanity) into his desire: but Allah will cancel anything (vain) that Satan throws in, and Allah will confirm (and establish) His Signs: for Allah is full of Knowledge and Wisdom:",27,Medinan
22,2647,53,ليجعل ما يلقي الشيطان فتنة للذين في قلوبهم مرض والقاسية قلوبهم وإن الظالمين لفي شقاق بعيد,16,"That He may make the suggestions thrown in by Satan, but a trial for those in whose hearts is a disease and who are hardened of heart: verily the wrong-doers are in a schism far (from the Truth):",16,Medinan
22,2648,54,وليعلم الذين أوتوا العلم أنه الحق من ربك فيؤمنوا به فتخبت له قلوبهم وإن الله لهاد الذين آمنوا إلى صراط مستقيم,21,"And that those on whom knowledge has been bestowed may learn that the (Qur'an) is the Truth from thy Lord, and that they may believe therein, and their hearts may be made humbly (open) to it: for verily Allah is the Guide of those who believe, to the Straight Way.",21,Medinan
22,2649,55,ولا يزال الذين كفروا في مرية منه حتى تأتيهم الساعة بغتة أو يأتيهم عذاب يوم عقيم,16,"Those who reject Faith will not cease to be in doubt concerning (Revelation) until the Hour (of Judgment) comes suddenly upon them, or there comes to them the Penalty of a Day of Disaster.",16,Medinan
22,2650,56,الملك يومئذ لله يحكم بينهم فالذين آمنوا وعملوا الصالحات في جنات النعيم,12,On that Day of Dominion will be that of Allah: He will judge between them: so those who believe and work righteous deeds will be in Gardens of Delight.,12,Medinan
22,2651,57,والذين كفروا وكذبوا بآياتنا فأولئك لهم عذاب مهين,8,"And for those who reject Faith and deny our Signs, there will be a humiliating Punishment.",8,Medinan
22,2652,58,والذين هاجروا في سبيل الله ثم قتلوا أو ماتوا ليرزقنهم الله رزقا حسنا وإن الله لهو خير الرازقين,18,"Those who leave their homes in the cause of Allah, and are then slain or die,- On them will Allah bestow verily a goodly Provision: Truly Allah is He Who bestows the best provision.",18,Medinan
22,2653,59,ليدخلنهم مدخلا يرضونه وإن الله لعليم حليم,7,"Verily He will admit them to a place with which they shall be well pleased: for Allah is All-Knowing, Most Forbearing.",7,Medinan
22,2654,60,ذلك ومن عاقب بمثل ما عوقب به ثم بغي عليه لينصرنه الله إن الله لعفو غفور,16,"That (is so). And if one has retaliated to no greater extent than the injury he received, and is again set upon inordinately, Allah will help him: for Allah is One that blots out (sins) and forgives (again and again).",16,Medinan
22,2655,61,ذلك بأن الله يولج الليل في النهار ويولج النهار في الليل وأن الله سميع بصير,15,"That is because Allah merges night into day, and He merges day into night, and verily it is Allah Who hears and sees (all things).",15,Medinan
22,2656,62,ذلك بأن الله هو الحق وأن ما يدعون من دونه هو الباطل وأن الله هو العلي الكبير,17,"That is because Allah - He is the Reality; and those besides Him whom they invoke,- they are but vain Falsehood: verily Allah is He, Most High, Most Great.",17,Medinan
22,2657,63,ألم تر أن الله أنزل من السماء ماء فتصبح الأرض مخضرة إن الله لطيف خبير,15,"Seest thou not that Allah sends down rain from the sky, and forthwith the earth becomes clothed with green? for Allah is He Who understands the finest mysteries, and is well-acquainted (with them).",15,Medinan
22,2658,64,له ما في السماوات وما في الأرض وإن الله لهو الغني الحميد,12,"To Him belongs all that is in the heavens and on earth: for verily Allah,- He is free of all wants, Worthy of all Praise.",12,Medinan
22,2659,65,ألم تر أن الله سخر لكم ما في الأرض والفلك تجري في البحر بأمره ويمسك السماء أن تقع على الأرض إلا بإذنه إن الله بالناس لرءوف رحيم,27,"Seest thou not that Allah has made subject to you (men) all that is on the earth, and the ships that sail through the sea by His Command? He withholds the sky (rain) from failing on the earth except by His leave: for Allah is Most Kind and Most Merciful to man.",27,Medinan
22,2660,66,وهو الذي أحياكم ثم يميتكم ثم يحييكم إن الإنسان لكفور,10,"It is He Who gave you life, will cause you to die, and will again give you life: Truly man is a most ungrateful creature!",10,Medinan
22,2661,67,لكل أمة جعلنا منسكا هم ناسكوه فلا ينازعنك في الأمر وادع إلى ربك إنك لعلى هدى مستقيم,17,"To every People have We appointed rites and ceremonies which they must follow: let them not then dispute with thee on the matter, but do thou invite (them) to thy Lord: for thou art assuredly on the Right Way.",17,Medinan
22,2662,68,وإن جادلوك فقل الله أعلم بما تعملون,7,"If they do wrangle with thee, say, ""Allah knows best what it is ye are doing.""",7,Medinan
22,2663,69,الله يحكم بينكم يوم القيامة فيما كنتم فيه تختلفون,9,"""Allah will judge between you on the Day of Judgment concerning the matters in which ye differ.""",9,Medinan
22,2664,70,ألم تعلم أن الله يعلم ما في السماء والأرض إن ذلك في كتاب إن ذلك على الله يسير,18,"Knowest thou not that Allah knows all that is in heaven and on earth? Indeed it is all in a Record, and that is easy for Allah.",18,Medinan
22,2665,71,ويعبدون من دون الله ما لم ينزل به سلطانا وما ليس لهم به علم وما للظالمين من نصير,18,"Yet they worship, besides Allah, things for which no authority has been sent down to them, and of which they have (really) no knowledge: for those that do wrong there is no helper.",18,Medinan
22,2666,72,وإذا تتلى عليهم آياتنا بينات تعرف في وجوه الذين كفروا المنكر يكادون يسطون بالذين يتلون عليهم آياتنا قل أفأنبئكم بشر من ذلكم النار وعدها الله الذين كفروا وبئس المصير,29,"When Our Clear Signs are rehearsed to them, thou wilt notice a denial on the faces of the Unbelievers! they nearly attack with violence those who rehearse Our Signs to them. Say, ""Shall I tell you of something (far) worse than these Signs? It is the Fire (of Hell)! Allah has promised it to the Unbelievers! and evil is that destination!""",29,Medinan
22,2667,73,يا أيها الناس ضرب مثل فاستمعوا له إن الذين تدعون من دون الله لن يخلقوا ذبابا ولو اجتمعوا له وإن يسلبهم الذباب شيئا لا يستنقذوه منه ضعف الطالب والمطلوب,29,"O men! Here is a parable set forth! listen to it! Those on whom, besides Allah, ye call, cannot create (even) a fly, if they all met together for the purpose! and if the fly should snatch away anything from them, they would have no power to release it from the fly. Feeble are those who petition and those whom they petition!",29,Medinan
